"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"1279",200,"60_2","Sonop","Namibia",2,"Grewia","flavescens",4,111.6283916,0.443103448,5.260208333,175,43050,60,2,0.8038,"Grewia flavescens"
"1281",200,"60_2","Sonop","Namibia",2,"Schmidtia","pappophoroides",23.73333333,201.0250918,0.376185424,3.072,57,4599,60,2,0.8038,"Schmidtia pappophoroides"
"1282",200,"60_2","Sonop","Namibia",2,"Psydrax","livida",6.55,106.717366,0.436228224,2.9436,42,558,60,2,0.8038,"Psydrax livida"
"1283",200,"60_2","Sonop","Namibia",2,"Dichrostachys","cinerea",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Dichrostachys cinerea"
"1284",200,"60_2","Sonop","Namibia",2,"Albuca","fleckii",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Albuca fleckii"
"1285",200,"60_2","Sonop","Namibia",2,"Commiphora","angolensis",3.14,96.86073418,0.418691377,0.885974382,124,22230,60,2,0.8038,"Commiphora angolensis"
"1287",200,"60_2","Sonop","Namibia",2,"Baphia","massaiensis",6.73,110.1661649,0.364630344,14.07683333,280,42900,60,2,0.8038,"Baphia massaiensis"
"1288",200,"60_2","Sonop","Namibia",2,"Clerodendrum","ternatum",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Clerodendrum ternatum"
"1289",200,"60_2","Sonop","Namibia",2,"Bauhinia","petersiana",4.033333333,109.5928696,0.408143941,11.95711111,330,48375,60,2,0.8038,"Bauhinia petersiana"
"1291",200,"60_2","Sonop","Namibia",2,"Digitaria","seriata",47.8,197.4853051,0.248113843,7.381038667,115,12375,60,2,0.8038,"Digitaria seriata"
"1292",200,"60_2","Sonop","Namibia",2,"Terminalia","sericea",8.505,69.48954246,0.44268742,10.58630208,330,141750,60,2,0.8038,"Terminalia sericea"
"1293",200,"60_2","Sonop","Namibia",2,"Croton","gratissimus",9.56,149.1146302,0.318966419,18.85278125,76,7990,60,2,0.8038,"Croton gratissimus"
"1295",200,"60_2","Sonop","Namibia",2,"Neorautanenia","amboensis",11.5,238.3837595,0.240290807,20.354,24,858,60,2,0.8038,"Neorautanenia amboensis"
"1297",200,"60_2","Sonop","Namibia",2,"Mundulea","sericea",11.85,124.7399087,0.411879675,2.881927778,75,4355,60,2,0.8038,"Mundulea sericea"
"1298",200,"60_2","Sonop","Namibia",2,"Ozoroa","schinzii",4.1,110.9655172,0.385638298,3.218,81,4216,60,2,0.8038,"Ozoroa schinzii"
"1299",200,"60_2","Sonop","Namibia",2,"Aristida","meridionalis",50.1,103.4995626,0.452533964,1.971666667,51,1950,60,2,0.8038,"Aristida meridionalis"
"1300",200,"60_2","Sonop","Namibia",2,"Rhynchosia","totta",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Rhynchosia totta"
"1301",200,"60_2","Sonop","Namibia",2,"Sida","cordifolia",8,161.65405,0.30228833,21.3545,39,255,60,2,0.8038,"Sida cordifolia"
"1303",200,"60_2","Sonop","Namibia",2,"Eragrostis","pallens",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Eragrostis pallens"
"1304",200,"60_2","Sonop","Namibia",2,"Stipagrostis","uniplumis",27.87333333,122.8808389,0.40492352,0.860761156,86,6840,60,2,0.8038,"Stipagrostis uniplumis"
"1308",200,"60_2","Sonop","Namibia",2,"Asparagus","sp.",1.9,163.0859375,0.32,0.094886364,23,378,60,2,0.8038,"Asparagus sp."
"1310",200,"60_2","Sonop","Namibia",2,"Merremia","tridentata",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Merremia tridentata"
"1313",200,"60_2","Sonop","Namibia",2,"Ochna","pulchra",8.295,84.68417755,0.493548565,15.03633333,36,280,60,2,0.8038,"Ochna pulchra"
"1314",200,"60_2","Sonop","Namibia",2,"Baissea","wulfhorstii",12.5,115.5122771,0.406967888,17.62098077,206,11616,60,2,0.8038,"Baissea wulfhorstii"
"1315",200,"60_2","Sonop","Namibia",2,"Acacia","fleckii",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Acacia fleckii"
"1316",201,"60_3","Sonop","Namibia",3,"Mundulea","sericea",NA,NA,NA,NA,NA,NA,60,1,0.8038,"Mundulea sericea"
"1317",201,"60_3","Sonop","Namibia",3,"Terminalia","sericea",7.73,67.41020123,0.452464495,11.92241667,386,111800,60,1,0.8038,"Terminalia sericea"
"1318",201,"60_3","Sonop","Namibia",3,"Combretum","engleri",3.1,119.5154421,0.460804609,2.191328571,165,47250,60,1,0.8038,"Combretum engleri"
"1321",201,"60_3","Sonop","Namibia",3,"Bauhinia","petersiana",4.366666667,116.5734392,0.436409038,11.04344444,280,70200,60,1,0.8038,"Bauhinia petersiana"
"1322",201,"60_3","Sonop","Namibia",3,"Digitaria","seriata",53.82142857,212.1789609,0.237035107,8.602158818,85,7752,60,1,0.8038,"Digitaria seriata"
"1323",201,"60_3","Sonop","Namibia",3,"Combretum","zeyheri",7.68,91.15826446,0.436204215,15.52456667,330,127800,60,1,0.8038,"Combretum zeyheri"
"1325",201,"60_3","Sonop","Namibia",3,"Grewia","flavescens",5.225,141.888511,0.397213428,4.0540125,260,50700,60,1,0.8038,"Grewia flavescens"
"1326",201,"60_3","Sonop","Namibia",3,"Ozoroa","schinzii",5.9,86.62338252,0.430541751,9.4358,195,58800,60,1,0.8038,"Ozoroa schinzii"
"1327",201,"60_3","Sonop","Namibia",3,"Croton","gratissimus",10.15,137.272213,0.330196621,22.21071212,276,26250,60,1,0.8038,"Croton gratissimus"
"1328",201,"60_3","Sonop","Namibia",3,"Aristida","meridionalis",59.7,136.3174545,0.416635728,1.341855409,67,4560,60,1,0.8038,"Aristida meridionalis"
"1330",201,"60_3","Sonop","Namibia",3,"Combretum","collinum",9.833333333,98.22815995,0.427684226,21.13105556,266,20300,60,1,0.8038,"Combretum collinum"
"1331",201,"60_3","Sonop","Namibia",3,"Acacia","ataxacantha",8.9,160.8421053,0.431818182,1.584592593,82,14440,60,1,0.8038,"Acacia ataxacantha"
"1332",201,"60_3","Sonop","Namibia",3,"Commelina","africana",9.3,170.6814402,0.20545405,17.75983333,47,3650,60,1,0.8038,"Commelina africana"
"1334",201,"60_3","Sonop","Namibia",3,"Neorautanenia","amboensis",13.66666667,175.1444963,0.238254504,21.65777778,57,2368,60,1,0.8038,"Neorautanenia amboensis"
"1335",201,"60_3","Sonop","Namibia",3,"Baissea","wulfhorstii",12.4,105.4827586,0.419529837,12.236,158,6500,60,1,0.8038,"Baissea wulfhorstii"
"1336",201,"60_3","Sonop","Namibia",3,"Stipagrostis","uniplumis",37.73333333,130.7302813,0.42796386,1.042973976,64,4284,60,1,0.8038,"Stipagrostis uniplumis"
"1338",201,"60_3","Sonop","Namibia",3,"Baphia","massaiensis",7.055384615,113.3722443,0.379384268,18.45892308,310,58650,60,1,0.8038,"Baphia massaiensis"
"1339",201,"60_3","Sonop","Namibia",3,"Combretum","psidioides",8.733333333,80.55822595,0.494137367,23.94383333,460,35700,60,1,0.8038,"Combretum psidioides"
"1343",201,"60_3","Sonop","Namibia",3,"Commiphora","angolensis",3.75,118.7231748,0.37877242,0.993109921,123,21875,60,1,0.8038,"Commiphora angolensis"
"1345",201,"60_3","Sonop","Namibia",3,"Ochna","pulchra",6.6,75.06825939,0.480327869,13.197,159,3600,60,1,0.8038,"Ochna pulchra"
"1346",201,"60_3","Sonop","Namibia",3,"Acacia","fleckii",7.15,168.7340454,0.416191191,2.539054433,165,8820,60,1,0.8038,"Acacia fleckii"
"1348",214,"65_1","Viljoenskroon","Namibia",1,"Centropodia","glauca",NA,NA,NA,NA,NA,NA,65,3,0.9129,"Centropodia glauca"
"1349",214,"65_1","Viljoenskroon","Namibia",1,"Acacia","mellifera",0.591428571,116.6958998,0.522888188,0.080606573,320,672000,65,3,0.9129,"Acacia mellifera"
"1351",214,"65_1","Viljoenskroon","Namibia",1,"Stipagrostis","amabilis",10.21666667,31.03646724,0.529349858,0.369578576,65,4200,65,3,0.9129,"Stipagrostis amabilis"
"1352",214,"65_1","Viljoenskroon","Namibia",1,"Acacia","erioloba",0.5,73.88051471,0.505319149,0.062778786,170,24000,65,3,0.9129,"Acacia erioloba"
"1354",214,"65_1","Viljoenskroon","Namibia",1,"Rhigozum","trichotomum",NA,NA,NA,NA,NA,NA,65,3,0.9129,"Rhigozum trichotomum"
"1355",215,"65_2","Viljoenskroon","Namibia",2,"Stipagrostis","amabilis",14.625,30.93992085,0.505477223,0.326299854,80,8000,65,2,0.9129,"Stipagrostis amabilis"
"1356",215,"65_2","Viljoenskroon","Namibia",2,"Rhigozum","trichotomum",NA,NA,NA,NA,130,52800,65,2,0.9129,"Rhigozum trichotomum"
"1357",215,"65_2","Viljoenskroon","Namibia",2,"Acacia","erioloba",0.7,60.272,0.537634409,0.074226601,430,361400,65,2,0.9129,"Acacia erioloba"
"1361",215,"65_2","Viljoenskroon","Namibia",2,"Acacia","haematoxylon",0.74,39.77073171,0.50617284,0.097640719,240,132000,65,2,0.9129,"Acacia haematoxylon"
"1363",215,"65_2","Viljoenskroon","Namibia",2,"Aristida","meridionalis",5.8,121.325,0.266666667,0.220590909,50,400,65,2,0.9129,"Aristida meridionalis"
"1364",215,"65_2","Viljoenskroon","Namibia",2,"Acacia","mellifera",0.533333333,121.637963,0.417973856,0.067703828,310,324000,65,2,0.9129,"Acacia mellifera"
"1366",215,"65_2","Viljoenskroon","Namibia",2,"Centropodia","glauca",NA,NA,NA,NA,10,1092,65,2,0.9129,"Centropodia glauca"
"1367",216,"65_3","Viljoenskroon","Namibia",3,"Aptosimum","elongatum",1.34125,100.75449,0.347192776,0.430918743,8,45,65,1,0.9129,"Aptosimum elongatum"
"1368",216,"65_3","Viljoenskroon","Namibia",3,"Stipagrostis","amabilis",17.18181818,38.45935325,0.437077422,0.424799192,70,3600,65,1,0.9129,"Stipagrostis amabilis"
"1369",216,"65_3","Viljoenskroon","Namibia",3,"Acacia","haematoxylon",4.6,53.35,0.510869565,0.172333333,263,107300,65,1,0.9129,"Acacia haematoxylon"
"1371",216,"65_3","Viljoenskroon","Namibia",3,"Aristida","meridionalis",16.536,61.33495873,0.384302659,0.625598621,50,2400,65,1,0.9129,"Aristida meridionalis"
"1372",216,"65_3","Viljoenskroon","Namibia",3,"Senna","italica",1.96,126.5327778,0.230793651,1.409479378,8,1950,65,1,0.9129,"Senna italica"
"1373",216,"65_3","Viljoenskroon","Namibia",3,"Lycium","sp.",NA,NA,NA,NA,NA,NA,65,1,0.9129,"Lycium sp."
"1374",216,"65_3","Viljoenskroon","Namibia",3,"Grewia","flava",3,126.3969697,0.358695652,2.317277778,120,6000,65,1,0.9129,"Grewia flava"
"1377",216,"65_3","Viljoenskroon","Namibia",3,"Stipagrostis","obtusa",15,54.46333333,0.491803279,0.742681818,35,100,65,1,0.9129,"Stipagrostis obtusa"
"1379",216,"65_3","Viljoenskroon","Namibia",3,"Centropodia","glauca",NA,NA,NA,NA,5,100,65,1,0.9129,"Centropodia glauca"
"1380",247,"77_1","Tierberg","South Africa",1,"Osteospermum","sinuatum",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Osteospermum sinuatum"
"1381",247,"77_1","Tierberg","South Africa",1,"Berkheya","heterophylla",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Berkheya heterophylla"
"1382",247,"77_1","Tierberg","South Africa",1,"Ruschia","spinosa",1.034285714,23.53838308,0.223572901,0.416305807,21,1880,77,3,0.8818,"Ruschia spinosa"
"1383",247,"77_1","Tierberg","South Africa",1,"Drosanthemum","hispidum",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Drosanthemum hispidum"
"1385",247,"77_1","Tierberg","South Africa",1,"Stapeliopsis","sp.",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Stapeliopsis sp."
"1386",247,"77_1","Tierberg","South Africa",1,"Pentzia","lanata",1.195,84.55719462,0.546464646,0.076381996,16,374,77,3,0.8818,"Pentzia lanata"
"1387",247,"77_1","Tierberg","South Africa",1,"Rhinephyllum","graniforme",1.03,21.64495713,0.201422387,0.4752,6.5,475,77,3,0.8818,"Rhinephyllum graniforme"
"1388",247,"77_1","Tierberg","South Africa",1,"Thesium","lineatum",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Thesium lineatum"
"1389",247,"77_1","Tierberg","South Africa",1,"Lachenalia","maughanii",4.9,137.5750509,0.154347088,6.36675,5,10,77,3,0.8818,"Lachenalia maughanii"
"1390",247,"77_1","Tierberg","South Africa",1,"Drosanthemum","lique",0.9,35.72413793,0.204225352,0.172666667,37,600,77,3,0.8818,"Drosanthemum lique"
"1391",247,"77_1","Tierberg","South Africa",1,"Hermannia","grandiflora",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Hermannia grandiflora"
"1393",247,"77_1","Tierberg","South Africa",1,"Pteronia","viscosa",1.685,57.0952381,0.380721831,0.210166667,21,870,77,3,0.8818,"Pteronia viscosa"
"1394",247,"77_1","Tierberg","South Africa",1,"Ruschia","approximata",1.433333333,22.0888622,0.217751863,0.510430556,5,121,77,3,0.8818,"Ruschia approximata"
"1395",247,"77_1","Tierberg","South Africa",1,"Monsonia","camdeboensis",0.7,71.90909091,0.326732673,0.069794118,9,115,77,3,0.8818,"Monsonia camdeboensis"
"1396",247,"77_1","Tierberg","South Africa",1,"Zygophyllum","retrofractum",1,36.65882353,0.31598513,0.090318841,33,740,77,3,0.8818,"Zygophyllum retrofractum"
"1397",247,"77_1","Tierberg","South Africa",1,"Lycium","schizocalyx",0.861,125.3602728,0.277714254,0.079303892,75,8840,77,3,0.8818,"Lycium schizocalyx"
"1399",247,"77_1","Tierberg","South Africa",1,"Pteronia","pallens",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Pteronia pallens"
"1400",247,"77_1","Tierberg","South Africa",1,"Eriocephalus","ambiguus",NA,NA,NA,NA,NA,NA,77,3,0.8818,"Eriocephalus ambiguus"
"1402",247,"77_1","Tierberg","South Africa",1,"Phyllobolus","splendens",2.104444444,59.86348086,0.126534719,0.473350859,51,3300,77,3,0.8818,"Phyllobolus splendens"
"1403",247,"77_1","Tierberg","South Africa",1,"Chrysocoma","ciliata",0.75,75.6821267,0.570625281,0.035901196,12,209,77,3,0.8818,"Chrysocoma ciliata"
"1404",247,"77_1","Tierberg","South Africa",1,"Eriocephalus","ericoides",0.466666667,88.06978986,0.554164808,0.024553875,18,925,77,3,0.8818,"Eriocephalus ericoides"
"1406",247,"77_1","Tierberg","South Africa",1,"Galenia","fruticosa",1.2,37.62295082,0.393548387,0.104318182,19,483,77,3,0.8818,"Galenia fruticosa"
"1407",247,"77_1","Tierberg","South Africa",1,"Drosanthemum","praecultum",0.786666667,49.40730838,0.170973401,0.136598347,12,384,77,3,0.8818,"Drosanthemum praecultum"
"1410",247,"77_1","Tierberg","South Africa",1,"Tetragonia","spicata",1.9,82.48499062,0.173412187,0.340893939,10,300,77,3,0.8818,"Tetragonia spicata"
"1411",247,"77_1","Tierberg","South Africa",1,"Limeum","aethiopicum",1.15,62.68736842,0.296418129,0.08790625,5,76.5,77,3,0.8818,"Limeum aethiopicum"
"1412",247,"77_1","Tierberg","South Africa",1,"Galenia","africana",1.8,93,0.25,0.19375,29,2300,77,3,0.8818,"Galenia africana"
"1413",248,"77_2","Tierberg","South Africa",2,"Tetragonia","spicata",0.55,40.76765083,0.267150748,0.052452821,29,156,77,2,0.8812,"Tetragonia spicata"
"1414",248,"77_2","Tierberg","South Africa",2,"Ruschia","spinosa",0.9295,17.58848881,0.271294469,0.468334286,28.5,3402,77,2,0.8812,"Ruschia spinosa"
"1416",248,"77_2","Tierberg","South Africa",2,"Pteronia","sordida",0.4,27.04950495,0.696551724,0.036426667,38,1332,77,2,0.8812,"Pteronia sordida"
"1417",248,"77_2","Tierberg","South Africa",2,"Crassula","muscosa",0.3,66.17857143,0.430769231,0.047512821,2.5,24,77,2,0.8812,"Crassula muscosa"
"1418",248,"77_2","Tierberg","South Africa",2,"Galenia","fruticosa",0.806666667,36.0499983,0.512321684,0.054742341,26,1628,77,2,0.8812,"Galenia fruticosa"
"1419",248,"77_2","Tierberg","South Africa",2,"Monsonia","camdeboensis",0.605,70.18578256,0.355496988,0.059821368,NA,NA,77,2,0.8812,"Monsonia camdeboensis"
"1420",248,"77_2","Tierberg","South Africa",2,"Crassula","subaphylla",1.333333333,29.76618244,0.272886094,0.243287037,20,25,77,2,0.8812,"Crassula subaphylla"
"1421",248,"77_2","Tierberg","South Africa",2,"Pelargonium","karooicum",0.925,79.54078928,0.249387755,0.074964137,15,18,77,2,0.8812,"Pelargonium karooicum"
"1424",248,"77_2","Tierberg","South Africa",2,"Lachenalia","maughanii",4,82.94117647,0.182403433,3.525,1,2.76,77,2,0.8812,"Lachenalia maughanii"
"1425",248,"77_2","Tierberg","South Africa",2,"Pteronia","viscosa",1.067222222,54.4852924,0.576692107,0.082581082,55,5544,77,2,0.8812,"Pteronia viscosa"
"1426",248,"77_2","Tierberg","South Africa",2,"Euphorbia","caterviflora",NA,NA,NA,NA,NA,NA,77,2,0.8812,"Euphorbia caterviflora"
"1427",248,"77_2","Tierberg","South Africa",2,"Phyllobolus","splendens",1.6,90.08695652,0.097251586,0.218105263,24.5,255,77,2,0.8812,"Phyllobolus splendens"
"1428",248,"77_2","Tierberg","South Africa",2,"Eriocephalus","ericoides",0.357142857,64.45260335,0.587170868,0.012345105,34,3009,77,2,0.8812,"Eriocephalus ericoides"
"1429",248,"77_2","Tierberg","South Africa",2,"Chrysocoma","ciliata",0.573333333,69.21036111,0.60851202,0.026023918,30,728,77,2,0.8812,"Chrysocoma ciliata"
"1430",248,"77_2","Tierberg","South Africa",2,"Pteronia","pallens",NA,NA,NA,NA,NA,NA,77,2,0.8812,"Pteronia pallens"
"1431",248,"77_2","Tierberg","South Africa",2,"Hereroa","latipetala",2.03,11.26131687,0.272268908,1.36825,5,68,77,2,0.8812,"Hereroa latipetala"
"1432",248,"77_2","Tierberg","South Africa",2,"Pentzia","lanata",1.24,97.42571517,0.742248062,0.061264188,19,1140,77,2,0.8812,"Pentzia lanata"
"1434",248,"77_2","Tierberg","South Africa",2,"Asparagus","recurvispinus",0.866666667,140.2153086,0.39729736,0.044022016,59,2255,77,2,0.8812,"Asparagus recurvispinus"
"1435",248,"77_2","Tierberg","South Africa",2,"Rhinephyllum","graniforme",0.998571429,16.41586351,0.258884082,0.419029365,7,810,77,2,0.8812,"Rhinephyllum graniforme"
"1436",248,"77_2","Tierberg","South Africa",2,"Senecio","radicans",NA,NA,NA,NA,NA,NA,77,2,0.8812,"Senecio radicans"
"1437",248,"77_2","Tierberg","South Africa",2,"Othonna","sp.",1.6,176.5806452,0.111111111,0.2737,21,396,77,2,0.8812,"Othonna sp."
"1439",249,"77_4","Tierberg","South Africa",4,"Ruschia","spinosa",1.03,20.29717192,0.227858325,0.452852617,26,3024,77,0,0.8828,"Ruschia spinosa"
"1440",249,"77_4","Tierberg","South Africa",4,"Crassula","deltoidea",2.025,29.97238677,0.186707774,0.53,4,22,77,0,0.8828,"Crassula deltoidea"
"1441",249,"77_4","Tierberg","South Africa",4,"Malephora","lutea",NA,NA,NA,NA,NA,NA,77,0,0.8828,"Malephora lutea"
"1442",249,"77_4","Tierberg","South Africa",4,"Crassula","subaphylla",1.118333333,26.53563233,0.231779334,0.251825894,28,308,77,0,0.8828,"Crassula subaphylla"
"1444",249,"77_4","Tierberg","South Africa",4,"Augea","capensis",NA,NA,NA,NA,NA,NA,77,0,0.8828,"Augea capensis"
"1446",249,"77_4","Tierberg","South Africa",4,"Pteronia","empetrifolia",NA,NA,NA,NA,NA,NA,77,0,0.8828,"Pteronia empetrifolia"
"1447",249,"77_4","Tierberg","South Africa",4,"Brownanthus","ciliatus",0.75,51.33333333,0.174887892,0.074148148,11,832,77,0,0.8828,"Brownanthus ciliatus"
"1448",249,"77_4","Tierberg","South Africa",4,"Drosanthemum","praecultum",0.67,52.72580645,0.163157895,0.125730769,4.5,216,77,0,0.8828,"Drosanthemum praecultum"
"1450",249,"77_4","Tierberg","South Africa",4,"Hereroa","latipetala",2.5,13.65979681,0.233187087,1.024691667,11.5,564,77,0,0.8828,"Hereroa latipetala"
"1451",249,"77_4","Tierberg","South Africa",4,"Osteospermum","sinuatum",1.34,81.93567907,0.240081822,0.243160314,41,3599,77,0,0.8828,"Osteospermum sinuatum"
"1452",249,"77_4","Tierberg","South Africa",4,"Drimia","intricata",NA,NA,NA,NA,NA,NA,77,0,0.8828,"Drimia intricata"
"1453",249,"77_4","Tierberg","South Africa",4,"Crassula","muscosa",0.286,63.97966117,0.411234893,0.028719882,22,336,77,0,0.8828,"Crassula muscosa"
"1454",249,"77_4","Tierberg","South Africa",4,"Tetragonia","spicata",1.3,78.15555556,0.157894737,0.251214286,17,528,77,0,0.8828,"Tetragonia spicata"
"1455",249,"77_4","Tierberg","South Africa",4,"Phyllobolus","splendens",1.43,58.74193548,0.149277689,0.18837931,15,1530,77,0,0.8828,"Phyllobolus splendens"
"1457",249,"77_4","Tierberg","South Africa",4,"Hereroa","fimbriata",3.8,12.4860466,0.207573714,1.6123,25.5,645,77,0,0.8828,"Hereroa fimbriata"
"1459",249,"77_4","Tierberg","South Africa",4,"Galenia","fruticosa",1.02,39.91114659,0.36067337,0.082955333,29,812,77,0,0.8828,"Galenia fruticosa"
"1460",249,"77_4","Tierberg","South Africa",4,"Pteronia","pallens",2.061666667,31.8181621,0.47837468,0.144963767,64,9120,77,0,0.8828,"Pteronia pallens"
"1461",250,"78_1","Wheatlands","South Africa",1,"Tribulus","terrestris",1.25,165.525,0.202020202,0.275675,2,960,78,3,0.8508,"Tribulus terrestris"
"1463",250,"78_1","Wheatlands","South Africa",1,"Rosenia","humilis",1.453333333,102.2971842,0.3299104,0.119949466,19,1332,78,3,0.8508,"Rosenia humilis"
"1464",250,"78_1","Wheatlands","South Africa",1,"Eriocephalus","ericoides",0.456666667,80.99608586,0.375697742,0.03032624,20,2200,78,3,0.8508,"Eriocephalus ericoides"
"1465",250,"78_1","Wheatlands","South Africa",1,"Senecio","radicans",1.37,108.3343838,0.041354734,0.38432381,8,221,78,3,0.8508,"Senecio radicans"
"1468",250,"78_1","Wheatlands","South Africa",1,"Trichodiadema","setuliferum",1.95,103.1145833,0.055560422,0.610707893,15,238,78,3,0.8508,"Trichodiadema setuliferum"
"1469",250,"78_1","Wheatlands","South Africa",1,"Hermannia","cuneifolia",1.002727273,104.5882963,0.295797353,0.351994202,19,2208,78,3,0.8508,"Hermannia cuneifolia"
"1472",250,"78_1","Wheatlands","South Africa",1,"Bulb","sp1",6.666666667,158.0620202,0.097381988,1.896566667,8,90,78,3,0.8508,"Bulb sp1"
"1476",250,"78_1","Wheatlands","South Africa",1,"Aristida","congesta",10.14111111,173.7917864,0.424062067,0.525499008,22,90,78,3,0.8508,"Aristida congesta"
"1477",250,"78_1","Wheatlands","South Africa",1,"Monsonia","crassicaulis",1.3,105.2143774,0.259366672,0.332411508,21,1750,78,3,0.8508,"Monsonia crassicaulis"
"1478",250,"78_1","Wheatlands","South Africa",1,"Drosanthemum","praecultum",NA,NA,NA,NA,NA,NA,78,3,0.8508,"Drosanthemum praecultum"
"1479",250,"78_1","Wheatlands","South Africa",1,"Cynodon","incompletus",2.1,121.5263158,0.37254902,0.4618,2.5,27.5,78,3,0.8508,"Cynodon incompletus"
"1480",250,"78_1","Wheatlands","South Africa",1,"Euphorbia","ferox",NA,NA,NA,NA,25,3016,78,3,0.8508,"Euphorbia ferox"
"1483",250,"78_1","Wheatlands","South Africa",1,"Asparagus","mucronatus",1.2,145.6451613,0.276785714,0.03369403,15,272,78,3,0.8508,"Asparagus mucronatus"
"1484",250,"78_1","Wheatlands","South Africa",1,"Limeum","aethiopicum",1.8,63.58173077,0.347115385,0.122865385,4,25,78,3,0.8508,"Limeum aethiopicum"
"1485",250,"78_1","Wheatlands","South Africa",1,"Ruschia","spinosa",1.096,43.36491635,0.144523857,0.335566891,21,1485,78,3,0.8508,"Ruschia spinosa"
"1486",250,"78_1","Wheatlands","South Africa",1,"Trichodiadema","sp.",1.1,83.30470085,0.084598183,0.298159055,15,504,78,3,0.8508,"Trichodiadema sp."
"1490",250,"78_1","Wheatlands","South Africa",1,"Phymaspermum","parvifolium",NA,NA,NA,NA,NA,NA,78,3,0.8508,"Phymaspermum parvifolium"
"1491",250,"78_1","Wheatlands","South Africa",1,"Thesium","hystrix",NA,NA,NA,NA,NA,NA,78,3,0.8508,"Thesium hystrix"
"1493",250,"78_1","Wheatlands","South Africa",1,"Enneapogon","scaber",7.2675,214.7754216,0.33894679,0.341597842,11,140,78,3,0.8508,"Enneapogon scaber"
"1494",250,"78_1","Wheatlands","South Africa",1,"Pentzia","incana",0.695454545,102.8851213,0.303965078,0.040606265,22,441,78,3,0.8508,"Pentzia incana"
"1495",250,"78_1","Wheatlands","South Africa",1,"Blepharis","capensis",NA,NA,NA,NA,3,15,78,3,0.8508,"Blepharis capensis"
"1496",250,"78_1","Wheatlands","South Africa",1,"Eriospermum","paradoxum",1,111.2631579,0.246753247,0.081307692,3,3.75,78,3,0.8508,"Eriospermum paradoxum"
"1498",250,"78_1","Wheatlands","South Africa",1,"Helichrysum","zeyheri",NA,NA,NA,NA,NA,NA,78,3,0.8508,"Helichrysum zeyheri"
"1499",250,"78_1","Wheatlands","South Africa",1,"Aristida","diffusa",10.3,85.02666667,0.416666667,0.911,15,143,78,3,0.8508,"Aristida diffusa"
"1500",250,"78_1","Wheatlands","South Africa",1,"Lycium","cinereum",0.7,150.8095238,0.169354839,0.060903846,19,396,78,3,0.8508,"Lycium cinereum"
"1502",250,"78_1","Wheatlands","South Africa",1,"Drosanthemum","lique",1.845,86.8576402,0.07101013,0.462455808,20,1210,78,3,0.8508,"Drosanthemum lique"
"1503",251,"78_2","Wheatlands","South Africa",2,"Othonna","sedifolia",1.336,133.7290033,0.055741919,0.136004167,12,77,78,2,0.8508,"Othonna sedifolia"
"1504",251,"78_2","Wheatlands","South Africa",2,"Lycium","cinereum",0.962,122.9824791,0.190512993,0.078690843,22,1428,78,2,0.8508,"Lycium cinereum"
"1505",251,"78_2","Wheatlands","South Africa",2,"Senecio","acutifolius",0.946666667,84.3428099,0.097285901,0.113135802,23,3286,78,2,0.8508,"Senecio acutifolius"
"1506",251,"78_2","Wheatlands","South Africa",2,"Rosenia","humilis",1.07625,79.44890621,0.472047772,0.084825709,26,2450,78,2,0.8508,"Rosenia humilis"
"1509",251,"78_2","Wheatlands","South Africa",2,"Aristida","congesta",10.7705,124.0955737,0.57057227,0.354425991,16,168,78,2,0.8508,"Aristida congesta"
"1511",251,"78_2","Wheatlands","South Africa",2,"Senecio","radicans",1.7425,94.57614601,0.044654261,0.477516667,8,216,78,2,0.8508,"Senecio radicans"
"1512",251,"78_2","Wheatlands","South Africa",2,"Crassula","capitella",1.21,90.97779833,0.092920714,0.434490385,1,4,78,2,0.8508,"Crassula capitella"
"1513",251,"78_2","Wheatlands","South Africa",2,"Drosanthemum","lique",1.048333333,81.59729908,0.094637538,0.159614712,24,1645,78,2,0.8508,"Drosanthemum lique"
"1515",251,"78_2","Wheatlands","South Africa",2,"Asparagus","mucronatus",1.1,144.8071578,0.331887865,0.057513734,30,1599,78,2,0.8508,"Asparagus mucronatus"
"1516",251,"78_2","Wheatlands","South Africa",2,"Bulb","sp1",7.275,103.531018,0.114228782,1.863041667,4.5,100,78,2,0.8508,"Bulb sp1"
"1517",251,"78_2","Wheatlands","South Africa",2,"Crassula","tetragona",NA,NA,NA,NA,NA,NA,78,2,0.8508,"Crassula tetragona"
